newindex,BaseDateTime,coordinate,envelope
281,2017-06-26T15:16:14,POINT (-79.99820990712651 25.9824412596953),"POLYGON ((-80.0182099071265 25.9624412596953, -79.97820990712651 25.9624412596953, -79.97820990712651 26.0024412596953, -80.0182099071265 26.0024412596953, -80.0182099071265 25.9624412596953))"
282,2017-06-26T15:15:33,POINT (-80.03236957454008 26.14602477249246),"POLYGON ((-80.05236957454008 26.12602477249246, -80.01236957454009 26.12602477249246, -80.01236957454009 26.16602477249246, -80.05236957454008 26.16602477249246, -80.05236957454008 26.12602477249246))"
283,2017-06-26T15:16:42,POINT (-80.08774136756084 26.04450581145366),"POLYGON ((-80.10774136756083 26.02450581145366, -80.06774136756084 26.02450581145366, -80.06774136756084 26.06450581145366, -80.10774136756083 26.06450581145366, -80.10774136756083 26.02450581145366))"
284,2017-06-26T15:16:56,POINT (-79.94292866653221 26.03332073563491),"POLYGON ((-79.96292866653221 26.01332073563491, -79.92292866653221 26.01332073563491, -79.92292866653221 26.05332073563491, -79.96292866653221 26.05332073563491, -79.96292866653221 26.01332073563491))"
285,2017-06-26T15:15:46,POINT (-79.96873165074129 25.84971375247235),"POLYGON ((-79.98873165074129 25.82971375247235, -79.94873165074129 25.82971375247235, -79.94873165074129 25.86971375247235, -79.98873165074129 25.86971375247235, -79.98873165074129 25.82971375247235))"
286,2017-06-30T15:09:21,POINT (-79.95743184908495 26.19856831445728),"POLYGON ((-79.97743184908495 26.17856831445728, -79.93743184908496 26.17856831445728, -79.93743184908496 26.21856831445728, -79.97743184908495 26.21856831445728, -79.97743184908495 26.17856831445728))"
287,2017-06-30T15:09:30,POINT (-80.04035877038346 26.02534979825055),"POLYGON ((-80.06035877038346 26.00534979825055, -80.02035877038347 26.00534979825055, -80.02035877038347 26.04534979825055, -80.06035877038346 26.04534979825055, -80.06035877038346 26.00534979825055))"
288,2017-06-30T15:09:56,POINT (-80.0392606010947 26.1287863269832),"POLYGON ((-80.05926060109469 26.1087863269832, -80.0192606010947 26.1087863269832, -80.0192606010947 26.1487863269832, -80.05926060109469 26.1487863269832, -80.05926060109469 26.1087863269832))"
289,2017-06-30T15:09:29,POINT (-80.03755920178573 26.28841520724115),"POLYGON ((-80.05755920178572 26.26841520724115, -80.01755920178573 26.26841520724115, -80.01755920178573 26.30841520724115, -80.05755920178572 26.30841520724115, -80.05755920178572 26.26841520724115))"
290,2017-06-30T15:09:40,POINT (-80.03836260176892 26.31587435427303),"POLYGON ((-80.05836260176892 26.29587435427303, -80.01836260176893 26.29587435427303, -80.01836260176893 26.33587435427303, -80.05836260176892 26.33587435427303, -80.05836260176892 26.29587435427303))"
291,2017-06-30T15:10:27,POINT (-79.99913981554405 26.12154905631906),"POLYGON ((-80.01913981554405 26.10154905631906, -79.97913981554406 26.10154905631906, -79.97913981554406 26.14154905631906, -80.01913981554405 26.14154905631906, -80.01913981554405 26.10154905631906))"
292,2017-06-30T15:10:23,POINT (-79.90546555757348 26.11962147190875),"POLYGON ((-79.92546555757347 26.09962147190875, -79.88546555757348 26.09962147190875, -79.88546555757348 26.13962147190875, -79.92546555757347 26.13962147190875, -79.92546555757347 26.09962147190875))"
293,2017-06-30T15:09:17,POINT (-79.89580502175004 26.19090104779891),"POLYGON ((-79.91580502175003 26.17090104779891, -79.87580502175004 26.17090104779891, -79.87580502175004 26.21090104779891, -79.91580502175003 26.21090104779891, -79.91580502175003 26.17090104779891))"
294,2017-06-30T15:09:12,POINT (-80.01172672431709 25.78846294805155),"POLYGON ((-80.03172672431708 25.76846294805155, -79.99172672431709 25.76846294805155, -79.99172672431709 25.80846294805155, -80.03172672431708 25.80846294805155, -80.03172672431708 25.76846294805155))"
295,2017-06-30T15:10:27,POINT (-80.05847676766354 26.08746003577204),"POLYGON ((-80.07847676766353 26.06746003577204, -80.03847676766354 26.06746003577204, -80.03847676766354 26.10746003577204, -80.07847676766353 26.10746003577204, -80.07847676766353 26.06746003577204))"
296,2017-06-30T15:09:07,POINT (-80.01687020435408 26.64616336751458),"POLYGON ((-80.03687020435407 26.62616336751458, -79.99687020435408 26.62616336751458, -79.99687020435408 26.66616336751458, -80.03687020435407 26.66616336751458, -80.03687020435407 26.62616336751458))"
297,2017-06-30T15:09:26,POINT (-80.04648571233105 25.87266024208352),"POLYGON ((-80.06648571233104 25.85266024208352, -80.02648571233105 25.85266024208352, -80.02648571233105 25.89266024208352, -80.06648571233104 25.89266024208352, -80.06648571233104 25.85266024208352))"
298,2017-06-30T15:10:52,POINT (-79.98775410788161 26.21639143970162),"POLYGON ((-80.00775410788161 26.19639143970162, -79.96775410788162 26.19639143970162, -79.96775410788162 26.23639143970162, -80.00775410788161 26.23639143970162, -80.00775410788161 26.19639143970162))"
299,2017-06-30T15:09:14,POINT (-80.00862483137419 26.13373524388085),"POLYGON ((-80.02862483137419 26.11373524388085, -79.9886248313742 26.11373524388085, -79.9886248313742 26.15373524388085, -80.02862483137419 26.15373524388085, -80.02862483137419 26.11373524388085))"
300,2017-06-30T15:10:06,POINT (-79.99577961857946 26.01107919438541),"POLYGON ((-80.01577961857946 25.99107919438541, -79.97577961857947 25.99107919438541, -79.97577961857947 26.03107919438541, -80.01577961857946 26.03107919438541, -80.01577961857946 25.99107919438541))"
301,2017-06-30T15:10:59,POINT (-80.04229244605165 25.78755554956572),"POLYGON ((-80.06229244605164 25.76755554956572, -80.02229244605165 25.76755554956572, -80.02229244605165 25.80755554956572, -80.06229244605164 25.80755554956572, -80.06229244605164 25.76755554956572))"
302,2017-06-30T15:09:01,POINT (-80.0592005270795 25.94344814445828),"POLYGON ((-80.07920052707949 25.92344814445828, -80.0392005270795 25.92344814445828, -80.0392005270795 25.96344814445828, -80.07920052707949 25.96344814445828, -80.07920052707949 25.92344814445828))"
303,2017-06-30T15:10:21,POINT (-80.00357191158096 26.19463253410735),"POLYGON ((-80.02357191158096 26.17463253410735, -79.98357191158097 26.17463253410735, -79.98357191158097 26.21463253410735, -80.02357191158096 26.21463253410735, -80.02357191158096 26.17463253410735))"
304,2017-06-30T15:09:13,POINT (-80.02322177873125 26.7227629861521),"POLYGON ((-80.04322177873125 26.7027629861521, -80.00322177873126 26.7027629861521, -80.00322177873126 26.7427629861521, -80.04322177873125 26.7427629861521, -80.04322177873125 26.7027629861521))"
305,2017-06-30T15:10:32,POINT (-80.01008682985469 26.72368849160252),"POLYGON ((-80.03008682985468 26.70368849160252, -79.99008682985469 26.70368849160252, -79.99008682985469 26.74368849160252, -80.03008682985468 26.74368849160252, -80.03008682985468 26.70368849160252))"
306,2017-06-30T15:10:55,POINT (-80.07076370669517 25.85345977196283),"POLYGON ((-80.09076370669517 25.83345977196283, -80.05076370669518 25.83345977196283, -80.05076370669518 25.87345977196283, -80.09076370669517 25.87345977196283, -80.09076370669517 25.83345977196283))"
307,2017-06-23T15:10:46,POINT (-80.07598171038532 26.06880000131402),"POLYGON ((-80.09598171038532 26.04880000131402, -80.05598171038532 26.04880000131402, -80.05598171038532 26.08880000131402, -80.09598171038532 26.08880000131402, -80.09598171038532 26.04880000131402))"
308,2017-06-23T15:10:48,POINT (-80.04801727121723 25.7961211464757),"POLYGON ((-80.06801727121723 25.7761211464757, -80.02801727121724 25.7761211464757, -80.02801727121724 25.8161211464757, -80.06801727121723 25.8161211464757, -80.06801727121723 25.7761211464757))"
309,2017-06-23T15:09:47,POINT (-80.04287875185861 25.75838673176748),"POLYGON ((-80.06287875185861 25.73838673176748, -80.02287875185861 25.73838673176748, -80.02287875185861 25.77838673176748, -80.06287875185861 25.77838673176748, -80.06287875185861 25.73838673176748))"
310,2017-06-26T15:16:08,POINT (-79.94600547740633 25.76902550608534),"POLYGON ((-79.96600547740633 25.74902550608534, -79.92600547740633 25.74902550608534, -79.92600547740633 25.78902550608534, -79.96600547740633 25.78902550608534, -79.96600547740633 25.74902550608534))"
311,2017-06-30T15:10:23,POINT (-79.94610460216575 26.20104964040659),"POLYGON ((-79.96610460216574 26.1810496404066, -79.92610460216575 26.1810496404066, -79.92610460216575 26.22104964040659, -79.96610460216574 26.22104964040659, -79.96610460216574 26.1810496404066))"
312,2017-06-21T15:10:25,POINT (-79.98521186152264 26.11887197374602),"POLYGON ((-80.00521186152264 26.09887197374603, -79.96521186152265 26.09887197374603, -79.96521186152265 26.13887197374602, -80.00521186152264 26.13887197374602, -80.00521186152264 26.09887197374603))"
313,2017-07-02T17:54:51,POINT (-79.9493327703145 26.16903733415646),"POLYGON ((-79.96933277031449 26.14903733415646, -79.9293327703145 26.14903733415646, -79.9293327703145 26.18903733415646, -79.96933277031449 26.18903733415646, -79.96933277031449 26.14903733415646))"
314,2017-07-02T17:53:21,POINT (-79.93494333380509 26.16169180674099),"POLYGON ((-79.95494333380509 26.14169180674099, -79.9149433338051 26.14169180674099, -79.9149433338051 26.18169180674099, -79.95494333380509 26.18169180674099, -79.95494333380509 26.14169180674099))"
315,2017-07-06T15:11:54,POINT (-79.89246438475729 25.96263600461934),"POLYGON ((-79.91246438475729 25.94263600461935, -79.87246438475729 25.94263600461935, -79.87246438475729 25.98263600461934, -79.91246438475729 25.98263600461934, -79.91246438475729 25.94263600461935))"
316,2017-07-06T15:11:30,POINT (-80.10552023119389 25.71868974609725),"POLYGON ((-80.12552023119389 25.69868974609725, -80.0855202311939 25.69868974609725, -80.0855202311939 25.73868974609725, -80.12552023119389 25.73868974609725, -80.12552023119389 25.69868974609725))"
317,2017-07-06T15:10:33,POINT (-80.0328986698164 25.72428117725758),"POLYGON ((-80.0528986698164 25.70428117725758, -80.01289866981641 25.70428117725758, -80.01289866981641 25.74428117725758, -80.0528986698164 25.74428117725758, -80.0528986698164 25.70428117725758))"
318,2017-07-06T15:11:57,POINT (-79.97356876901188 26.71986704317332),"POLYGON ((-79.99356876901187 26.69986704317332, -79.95356876901188 26.69986704317332, -79.95356876901188 26.73986704317332, -79.99356876901187 26.73986704317332, -79.99356876901187 26.69986704317332))"
319,2017-07-06T15:10:01,POINT (-80.09610487496833 25.71940746260319),"POLYGON ((-80.11610487496833 25.69940746260319, -80.07610487496834 25.69940746260319, -80.07610487496834 25.73940746260319, -80.11610487496833 25.73940746260319, -80.11610487496833 25.69940746260319))"
320,2017-07-06T15:10:40,POINT (-80.0357586201679 25.94732115434281),"POLYGON ((-80.05575862016789 25.92732115434281, -80.0157586201679 25.92732115434281, -80.0157586201679 25.96732115434281, -80.05575862016789 25.96732115434281, -80.05575862016789 25.92732115434281))"
321,2017-07-06T15:11:03,POINT (-80.10664811160358 25.84623205464556),"POLYGON ((-80.12664811160357 25.82623205464556, -80.08664811160358 25.82623205464556, -80.08664811160358 25.86623205464556, -80.12664811160357 25.86623205464556, -80.12664811160357 25.82623205464556))"
322,2017-07-06T15:11:24,POINT (-80.00271798014631 25.70281694735356),"POLYGON ((-80.02271798014631 25.68281694735357, -79.98271798014632 25.68281694735357, -79.98271798014632 25.72281694735356, -80.02271798014631 25.72281694735356, -80.02271798014631 25.68281694735357))"
323,2017-07-06T15:11:42,POINT (-80.05943360322836 25.72222497921872),"POLYGON ((-80.07943360322835 25.70222497921872, -80.03943360322836 25.70222497921872, -80.03943360322836 25.74222497921872, -80.07943360322835 25.74222497921872, -80.07943360322835 25.70222497921872))"
324,2017-07-06T15:11:31,POINT (-79.97047232834642 26.69275326371521),"POLYGON ((-79.99047232834641 26.67275326371522, -79.95047232834642 26.67275326371522, -79.95047232834642 26.71275326371521, -79.99047232834641 26.71275326371521, -79.99047232834641 26.67275326371522))"
325,2017-07-06T15:11:37,POINT (-80.00266217186535 26.32304050410308),"POLYGON ((-80.02266217186535 26.30304050410308, -79.98266217186536 26.30304050410308, -79.98266217186536 26.34304050410308, -80.02266217186535 26.34304050410308, -80.02266217186535 26.30304050410308))"
326,2017-07-06T15:11:18,POINT (-79.97355364097311 26.72716164239874),"POLYGON ((-79.9935536409731 26.70716164239874, -79.95355364097311 26.70716164239874, -79.95355364097311 26.74716164239874, -79.9935536409731 26.74716164239874, -79.9935536409731 26.70716164239874))"
327,2017-07-06T15:10:54,POINT (-80.06183475898322 25.72084115398668),"POLYGON ((-80.08183475898322 25.70084115398668, -80.04183475898323 25.70084115398668, -80.04183475898323 25.74084115398668, -80.08183475898322 25.74084115398668, -80.08183475898322 25.70084115398668))"
328,2017-07-06T15:10:42,POINT (-80.08489432638117 25.85640770117686),"POLYGON ((-80.10489432638117 25.83640770117686, -80.06489432638118 25.83640770117686, -80.06489432638118 25.87640770117686, -80.10489432638117 25.87640770117686, -80.10489432638117 25.83640770117686))"
329,2017-07-06T15:10:52,POINT (-79.95161459792887 26.03052347462046),"POLYGON ((-79.97161459792886 26.01052347462046, -79.93161459792887 26.01052347462046, -79.93161459792887 26.05052347462046, -79.97161459792886 26.05052347462046, -79.97161459792886 26.01052347462046))"
330,2017-07-06T15:11:27,POINT (-79.90554799853817 26.13445128534356),"POLYGON ((-79.92554799853816 26.11445128534356, -79.88554799853817 26.11445128534356, -79.88554799853817 26.15445128534356, -79.92554799853816 26.15445128534356, -79.92554799853816 26.11445128534356))"
331,2017-07-07T15:10:50,POINT (-79.97324049901407 26.45141852638022),"POLYGON ((-79.99324049901406 26.43141852638022, -79.95324049901407 26.43141852638022, -79.95324049901407 26.47141852638022, -79.99324049901406 26.47141852638022, -79.99324049901406 26.43141852638022))"
332,2017-07-07T15:10:47,POINT (-79.96742636008844 26.63594096834714),"POLYGON ((-79.98742636008843 26.61594096834714, -79.94742636008844 26.61594096834714, -79.94742636008844 26.65594096834714, -79.98742636008843 26.65594096834714, -79.98742636008843 26.61594096834714))"
333,2017-07-07T15:10:11,POINT (-79.97963852389715 26.72428292949186),"POLYGON ((-79.99963852389715 26.70428292949186, -79.95963852389715 26.70428292949186, -79.95963852389715 26.74428292949186, -79.99963852389715 26.74428292949186, -79.99963852389715 26.70428292949186))"
334,2017-07-07T15:11:52,POINT (-80.04873626102173 26.18458966927538),"POLYGON ((-80.06873626102173 26.16458966927538, -80.02873626102173 26.16458966927538, -80.02873626102173 26.20458966927538, -80.06873626102173 26.20458966927538, -80.06873626102173 26.16458966927538))"
335,2017-07-07T15:11:44,POINT (-80.0181587812679 26.17004966605485),"POLYGON ((-80.0381587812679 26.15004966605485, -79.9981587812679 26.15004966605485, -79.9981587812679 26.19004966605485, -80.0381587812679 26.19004966605485, -80.0381587812679 26.15004966605485))"
336,2017-07-07T15:11:42,POINT (-79.9791125691182 26.7043179432231),"POLYGON ((-79.9991125691182 26.6843179432231, -79.9591125691182 26.6843179432231, -79.9591125691182 26.7243179432231, -79.9991125691182 26.7243179432231, -79.9991125691182 26.6843179432231))"
337,2017-07-07T15:11:38,POINT (-80.01911985605977 26.18380956310442),"POLYGON ((-80.03911985605977 26.16380956310442, -79.99911985605978 26.16380956310442, -79.99911985605978 26.20380956310442, -80.03911985605977 26.20380956310442, -80.03911985605977 26.16380956310442))"
338,2017-07-07T15:11:47,POINT (-80.09785395552314 25.83204527431002),"POLYGON ((-80.11785395552313 25.81204527431002, -80.07785395552314 25.81204527431002, -80.07785395552314 25.85204527431002, -80.11785395552313 25.85204527431002, -80.11785395552313 25.81204527431002))"
339,2017-07-07T15:11:55,POINT (-79.96231431274722 26.6417285048831),"POLYGON ((-79.98231431274722 26.62172850488311, -79.94231431274723 26.62172850488311, -79.94231431274723 26.6617285048831, -79.98231431274722 26.6617285048831, -79.98231431274722 26.62172850488311))"
340,2017-07-10T15:10:41,POINT (-79.87189188411602 26.69132662529158),"POLYGON ((-79.89189188411602 26.67132662529158, -79.85189188411603 26.67132662529158, -79.85189188411603 26.71132662529158, -79.89189188411602 26.71132662529158, -79.89189188411602 26.67132662529158))"
341,2017-07-10T15:11:35,POINT (-80.0326233944938 26.4606329788976),"POLYGON ((-80.05262339449379 26.4406329788976, -80.0126233944938 26.4406329788976, -80.0126233944938 26.4806329788976, -80.05262339449379 26.4806329788976, -80.05262339449379 26.4406329788976))"
